Date,t-5,t-4,t-3,t-2,t-1,t,movement
2016-02-11,90.7,3693600854.1400003,4394647842.195,4160045342.707,3567124069.0470004,92.965,0
2016-02-12,90.98,4394647842.195,4160045342.707,3567124069.0470004,3130067590.08,93.778,1
2016-02-16,93.545,4160045342.707,3567124069.0470004,3130067590.08,3207608782.2840004,91.659,0
2016-02-17,94.979,3567124069.0470004,3130067590.08,3207608782.2840004,2814387761.82,93.022,1
2016-02-18,93.177,3130067590.08,3207608782.2840004,2814387761.82,3348178519.9100003,93.66,1
2016-02-19,92.965,3207608782.2840004,2814387761.82,3348178519.9100003,2389881571.56,93.808,1
2016-02-22,93.778,2814387761.82,3348178519.9100003,2389881571.56,2663505365.664,93.594,0
2016-02-23,91.659,3348178519.9100003,2389881571.56,2663505365.664,2913966359.31,97.309,1
2016-02-24,93.022,2389881571.56,2663505365.664,2913966359.31,4921705695.226,97.522,1
2016-02-25,93.66,2663505365.664,2913966359.31,4921705695.226,3261452041.368,98.26,1
2016-02-26,93.808,2913966359.31,4921705695.226,3261452041.368,3530351605.5,99.73,1
2016-02-29,93.594,4921705695.226,3261452041.368,3530351605.5,4509776338.610001,98.607,0
2016-03-01,97.309,3261452041.368,3530351605.5,4509776338.610001,3318261824.874,97.797,0
2016-03-02,97.522,3530351605.5,4509776338.610001,3318261824.874,3074117647.02,97.885,1
2016-03-03,98.26,4509776338.610001,3318261824.874,3074117647.02,2448828296.885,97.935,1
2016-03-04,99.73,3318261824.874,3074117647.02,2448828296.885,3390732697.995,98.984,1
2016-03-07,98.607,3074117647.02,2448828296.885,3390732697.995,2590708528.9519997,99.233,1
2016-03-08,97.797,2448828296.885,3390732697.995,2590708528.9519997,2570693580.256,101.24,1
2016-03-09,97.885,3390732697.995,2590708528.9519997,2570693580.256,4190653541.16,102.57,1
2016-03-10,97.935,2590708528.9519997,2570693580.256,4190653541.16,4058762083.35,102.41,0
